id,split,text,label,label_name
RD-00744,train,中医调理慢性病需长期配合且个体差异大,0,非谣言
RD-00745,train,疫苗不会改变人体DNA或基因,0,非谣言
RD-00746,train,疫苗不会引发DNA突变或染色体异常,0,非谣言
RD-00747,train,月经血是身体的毒素,1,谣言
RD-00748,train,睡前避免重体力运动和过度情绪刺激,0,非谣言
RD-00749,train,运动和良好作息是提升免疫力的基础,0,非谣言
RD-00750,train,大部分痣是皮肤对日晒的一种反应，它们发展为黑色素瘤的可能性极小。,0,非谣言
RD-00751,train,茶含鞣酸可能影响铁吸收建议饭后一小时饮用,0,非谣言
RD-00752,train,心理康复需要全社会支持与理解,0,非谣言
RD-00753,train,病毒在水中生存时间有限水处理工艺可杀灭,0,非谣言
RD-00754,train,每天锻炼两小时才够,1,谣言
RD-00755,train,长期缺乏碳水会影响甲状腺功能,0,非谣言
RD-00756,train,冬天洗冷水澡可以增强免疫,1,谣言
RD-00757,train,只吃水煮菜能减肥,1,谣言
RD-00758,train,高强度间歇训练燃脂效率高,0,非谣言
RD-00759,train,社交恐惧是一种真实存在的障碍需正视,0,非谣言
RD-00760,train,核酸检测安全可靠对身体无害,0,非谣言
RD-00761,train,降压药扩张血管可使血管破裂,1,谣言
RD-00762,train,酸奶越酸越健康,1,谣言
RD-00763,train,全身喷洒酒精不可取应注重手部清洁,0,非谣言
RD-00764,train,不运动时肌肉会变成脂肪,1,谣言
RD-00765,train,瓜果蔬菜不能包治百病但可丰富营养,0,非谣言
RD-00766,train,人每天都需要吃补品,1,谣言
RD-00767,train,肌肉训练不一定导致变壮而是提升线条和代谢,0,非谣言
RD-00768,train,黑芝麻能让白头发变黑,1,谣言
RD-00769,train,只练手臂能减少蝴蝶袖,1,谣言
RD-00770,train,宠物健康管理可降低疾病传播风险,0,非谣言
RD-00771,train,脸干就是缺水多抹油,1,谣言
RD-00772,train,白酒泡蛇治风湿,1,谣言
RD-00773,train,蜂蜜并不适合糖尿病患者大量食用,0,非谣言
RD-00774,train,午睡超过一小时更健康,1,谣言
RD-00775,train,婴儿身体太弱不宜接种疫苗,1,谣言
RD-00776,train,低脂饮食一定更健康,1,谣言
RD-00777,train,碳水安排在运动前后更利于维持训练状态,0,非谣言
RD-00778,train,吃枸杞能补肾养肝明目全面调理,1,谣言
RD-00779,train,脚底发凉是肾虚表现,1,谣言
RD-00780,train,热水泡脚不等于补阳气但有助于循环,0,非谣言
RD-00781,train,冰水伤胃需个体差异判断非一概而论,0,非谣言
RD-00782,train,刮痧可能改善局部循环但无法清除所谓毒素,0,非谣言
RD-00783,train,举重不会导致姿势畸形,0,非谣言
RD-00784,train,不能睡午觉说明身体差,1,谣言
RD-00785,train,晚上吃饭就一定长胖,1,谣言
RD-00786,train,味精致癌,1,谣言
RD-00787,train,疫苗接种与儿童智商发育无负相关证据,0,非谣言
RD-00788,train,营养不良可由单一饮食或偏食导致,0,非谣言
RD-00789,train,通便就等于排毒养颜,1,谣言
RD-00790,train,黄瓜鸡蛋减肥法能快速健康瘦身,1,谣言
RD-00791,train,艾滋病不会通过马桶传播,0,非谣言
RD-00792,train,每天跑步一小时一定能瘦,1,谣言
RD-00793,train,护眼灯能预防近视,1,谣言
RD-00794,train,洗脸后不抹水会长皱纹,1,谣言
RD-00795,train,发烧等轻微不适属正常免疫反应无需恐慌,0,非谣言
RD-00796,train,喝奶茶也能瘦，只要控制热量,1,谣言
RD-00797,train,疫苗打了也会得病说明疫苗没用,1,谣言
RD-00798,train,艾滋病传播是因为道德败坏,1,谣言
RD-00799,train,私处有异味就是不干净,1,谣言
RD-00800,train,空气清新剂不能代替消毒剂,0,非谣言
RD-00801,train,呼吸快就是心脏问题,1,谣言
RD-00802,train,米皮糠能护心、抗癌,1,谣言
RD-00803,train,性健康教育只适合成年人,1,谣言
RD-00804,train,喝醋不能软化血管,0,非谣言
RD-00805,train,遮眼行为可能为屈光异常或斜视表现,0,非谣言
RD-00806,train,红枣、红糖、红皮花生 补血,1,谣言
RD-00807,train,肚脐眼脏是毒素堆积,1,谣言
RD-00808,train,营养均衡远比偏信个别补品更重要,0,非谣言
RD-00809,train,月经期间可以正常洗头无健康风险,0,非谣言
RD-00810,train,洗澡时出汗就是排湿气,1,谣言
RD-00811,train,鸡蛋是优质蛋白来源每天1~2个为宜,0,非谣言
RD-00812,train,桂圆属高糖果干不宜大量食用,0,非谣言
RD-00813,train,精神疾病患者智力低下,1,谣言
RD-00814,train,疫苗会导致病毒变异,1,谣言
RD-00815,train,眨眼可润眼但不能改善屈光状态,0,非谣言
RD-00816,train,男性只要阳痿就不再是男人,1,谣言
RD-00817,train,并非所有传染病患者都需住院,0,非谣言
RD-00818,train,碘盐比无碘盐不健康,1,谣言
RD-00819,train,稀粥和米饭的营养价值有很大差异，稀粥容易消化，但其营养成分相对较少。,0,非谣言
RD-00820,train,高血脂需饮食控制与必要时药物干预,0,非谣言
RD-00821,train,饭后喝茶能去油解腻,1,谣言
RD-00822,train,吃阿胶能延缓衰老,1,谣言
RD-00823,train,血虚的人喝红枣水就能补回来,1,谣言
RD-00824,train,新冠疫苗能有效降低重症与死亡风险,0,非谣言
RD-00825,train,打疫苗后发烧说明疫苗有毒,1,谣言
RD-00826,train,羊肉和西瓜相克不能同吃,1,谣言
RD-00827,train,孩子发烧捂汗退热好得快,1,谣言
RD-00828,train,吃素比吃荤更容易瘦,1,谣言
RD-00829,train,核桃富含脂肪酸但不能直接提高智力,0,非谣言
RD-00830,train,狂犬病潜伏期可达几十年,1,谣言
RD-00831,train,眼皮跳是心脏问题,1,谣言
RD-00832,train,得了性病就等于不洁,1,谣言
RD-00833,train,疫苗推广由公共卫生数据支持非阴谋,0,非谣言
RD-00834,train,黑色素沉淀是因为肾不好,1,谣言
RD-00835,train,母乳喂养超过两年会影响孩子独立,1,谣言
RD-00836,train,大米越白越好，说明纯净度高,1,谣言
RD-00837,train,过量补充维生素可能引起中毒,0,非谣言
RD-00838,train,身上的所有癌症本身都没有传染性,0,非谣言
RD-00839,train,太阳能板释放有害电磁辐射,1,谣言
RD-00840,train,胃疼就是胃癌前兆,1,谣言
RD-00841,train,用冰袋敷脸可以收缩毛孔,1,谣言
RD-00842,train,起得晚的人容易得病,1,谣言
RD-00843,train,五行理论可以指导所有医学判断,1,谣言
RD-00844,train,射精会导致智力下降,1,谣言
RD-00845,train,疫苗适用于不同年龄阶段有明确推荐,0,非谣言
RD-00846,train,乳酸菌饮料不能助消化。,0,非谣言
RD-00847,train,鼻子不通是肺的问题,1,谣言
RD-00848,train,吃茯苓能祛湿美白,1,谣言
RD-00849,train,酸奶可以空腹喝促进消化,1,谣言
RD-00850,train,合理摄入脂肪有助激素合成和维生素吸收,0,非谣言
RD-00851,train,所谓“排毒”大多是伪概念身体已有解毒机制,0,非谣言
RD-00852,train,生病不看医生调养就好,1,谣言
RD-00853,train,不出血的性行为不算真正性交,1,谣言
RD-00854,train,炒菜只用橄榄油最健康,1,谣言
RD-00855,train,肉吃多了会得癌,1,谣言
RD-00856,train,传染病防控是全球公共卫生任务,0,非谣言
RD-00857,train,HPV疫苗推荐在性行为前接种效果最佳,0,非谣言
RD-00858,train,晚上不能吃水果会伤脾胃,1,谣言
RD-00859,train,吃素就等于养生,1,谣言
RD-00860,train,打HPV疫苗会导致不孕,1,谣言
RD-00861,train,长时间保持高强度运动不如坚持可持续运动习惯,0,非谣言
RD-00862,train,喝水不等于排毒肾脏和肝脏才是主要解毒器官,0,非谣言
RD-00863,train,肉类容易腐烂不能多吃,1,谣言
RD-00864,train,奶茶里的奶是营养来源,1,谣言
RD-00865,train,发热并非都需要立即服用退热药,0,非谣言
RD-00866,train,酒精不可口服仅适用于外部消毒,0,非谣言
RD-00867,train,吃大蒜不能软化血管。血管一旦硬化，很难回到年轻柔软的状态，吃大蒜不行！醋泡洋葱不行！喝红酒也不行！,0,非谣言
RD-00868,train,不吃早餐更健康,1,谣言
RD-00869,train,滴生姜擦头发能生发,1,谣言
RD-00870,train,吃蒜头能杀死新冠病毒,1,谣言
RD-00871,train,积极寻求心理帮助可防止问题恶化,0,非谣言
RD-00872,train,心理疾病只能靠药物控制,1,谣言
RD-00873,train,深蹲若姿势正确不会让腿变粗,0,非谣言
RD-00874,train,打HPV疫苗会乱经,1,谣言
RD-00875,train,心理咨询越做越依赖,1,谣言
RD-00876,train,跑步越多心脏越强壮,1,谣言
RD-00877,train,地暖热辐射并不致癌,0,非谣言
RD-00878,train,乳腺结节一定会癌变,1,谣言
RD-00879,train,走路一万步就等于锻炼够了,1,谣言
RD-00880,train,辨证施治是中医核心应避免套用经验法则,0,非谣言
RD-00881,train,不化妆就不会得干眼症,1,谣言
RD-00882,train,泡脚时间过长可能导致头晕疲劳,0,非谣言
RD-00883,train,中医里没有急症只能调慢病,1,谣言
RD-00884,train,粗粮饼干不一定更健康。,0,非谣言
RD-00885,train,心理病不配谈恋爱,1,谣言
RD-00886,train,热水泡脚需注意水温防止烫伤,0,非谣言
RD-00887,train,接种疫苗会影响智商,1,谣言
RD-00888,train,洗脸水里加盐能杀菌祛痘,1,谣言
RD-00889,train,保持安静、暗光的环境有助睡眠,0,非谣言
RD-00890,train,酸性体质理论并无现代科学依据,0,非谣言
RD-00891,train,感冒不能喝牛奶,1,谣言
RD-00892,train,海鱼比淡水鱼更有营养,1,谣言
RD-00893,train,喝红酒可以预防癌症,1,谣言
RD-00894,train,心脏支架放了就不能运动,1,谣言
RD-00895,train,健康,0,非谣言
RD-00896,train,揉肚脐可以治疗腹泻,1,谣言
RD-00897,train,黄瓜敷脸能美白祛斑,1,谣言
RD-00898,train,乳腺增生必须手术,1,谣言
RD-00899,train,吃补药能增强抵抗力对抗病毒,1,谣言
RD-00900,train,疫苗打了后代会畸形,1,谣言
RD-00901,train,自身免疫力作用有限仍需疫苗等干预,0,非谣言
RD-00902,train,穿暴汗服出汗越多减肥越快,1,谣言
RD-00903,train,腹部冰敷能减脂,1,谣言
RD-00904,train,足底按摩无法诊断疾病只能舒缓压力,0,非谣言
RD-00905,train,心理疾病可伴随身体症状如疲倦失眠,0,非谣言
RD-00906,train,早产儿一定近视,1,谣言
RD-00907,train,所有疫苗都引发副作用,1,谣言
RD-00908,train,鼻腔冲洗不能代替疫苗和防护,0,非谣言
RD-00909,train,打疫苗前吃水果会降低效果,1,谣言
RD-00910,train,每天做眼保健操就不会近视,1,谣言
RD-00911,train,肾虚了就一定阳痿,1,谣言
RD-00912,train,灸法穴位需医生确定不能随意使用,0,非谣言
RD-00913,train,多吃醋能减肥,1,谣言
RD-00914,train,高血脂吃素就能治愈,1,谣言
RD-00915,train,营养缺乏会引发代谢紊乱，不利减脂,0,非谣言
RD-00916,train,坐月子期间不能刷牙,1,谣言
RD-00917,train,运动完立刻洗澡有害健康,1,谣言
RD-00918,train,疫苗是导致不明发热的元凶,1,谣言
RD-00919,train,吃辣会让皮肤变黑,1,谣言
RD-00920,train,抑郁症吃点好吃的就好了,1,谣言
RD-00921,train,射精不会导致智力下降,0,非谣言
RD-00922,train,疫苗注射位置一般不影响局部组织健康,0,非谣言
RD-00923,train,“耳朵（耳垂）折痕”不可以作为预测冠心病的症状,0,非谣言
RD-00924,train,黑枸杞没有特殊功效。,0,非谣言
RD-00925,train,脱发多因遗传和激素无射精频率关系,0,非谣言
RD-00926,train,脸色黑是肾功能不好,1,谣言
RD-00927,train,中药可以代替降糖药,1,谣言
RD-00928,train,怀孕后不必刻意进补，怀孕后较推荐的饮食原则是适量、均衡、多样化,0,非谣言
RD-00929,train,笔直的黄瓜不是喷了避孕药,0,非谣言
RD-00930,train,久坐屁股变大,1,谣言
RD-00931,train,传染病患者不应该结婚生子,1,谣言
RD-00932,train,每年接种流感疫苗是预防流感最有效的手段，可以显著降低接种者罹患流感和发生严重并发症的风险,0,非谣言
RD-00933,train,疫苗不含微芯片不具追踪功能,0,非谣言
RD-00934,train,按摩肚子可以减腹部脂肪,1,谣言
RD-00935,train,晚上喝一杯热牛奶，肯定能有个好睡眠,1,谣言
RD-00936,train,使用电脑需合理安排用眼与休息,0,非谣言
RD-00937,train,睡前饮酒虽助眠但影响深睡眠质量,0,非谣言
RD-00938,train,健康生活方式是预防慢病和癌症的核心,0,非谣言
RD-00939,train,睡眠好的人不会做梦,1,谣言
RD-00940,train,胆固醇太低会增加死亡率,1,谣言
RD-00941,train,睡觉开灯会影响长高,1,谣言
RD-00942,train,癌症患者只要吃素就能自愈,1,谣言
RD-00943,train,部分矫正镜可夜间使用但需医生指导,0,非谣言
RD-00944,train,中医术语如“上火”可对应多种现代病因,0,非谣言
RD-00945,train,心理障碍者也可正常恋爱与结婚,0,非谣言
RD-00946,train,精神疾病都是装出来逃避现实,1,谣言
RD-00947,train,睡觉朝西不好,1,谣言
RD-00948,train,蔬菜、肉类、海鲜，生吃更健康,1,谣言
RD-00949,train,体温正常就没问题,1,谣言
RD-00950,train,疫苗是外国控制中国人的工具,1,谣言
RD-00951,train,早产儿为近视高危人群需监测,0,非谣言
RD-00952,train,器械与自由重量应结合训练目标选择,0,非谣言
RD-00953,train,性病能通过共用马桶传播,1,谣言
RD-00954,train,长时间站立会导致静脉爆裂,1,谣言
RD-00955,train,热柠檬水能抗癌,1,谣言
RD-00956,train,药酒不适合所有人长期饮用有风险,0,非谣言
RD-00957,train,自行“吊脖子”与去医院做“牵引”不是一回事，风险和危害很大,0,非谣言
RD-00958,train,吃蓝莓能提高视力,1,谣言
RD-00959,train,高血压和天气变冷无关,1,谣言
RD-00960,train,打呼噜意味着睡得香、睡得深,1,谣言
RD-00961,train,素食者一定更长寿,1,谣言
RD-00962,train,多吃桂圆增强记忆力,1,谣言
RD-00963,train,失眠的人都很神经质,1,谣言
RD-00964,train,远视需根据年龄、度数和症状评估处理,0,非谣言
RD-00965,train,胃口小就一定不容易胖,1,谣言
RD-00966,train,只要戴口罩就能完全防住新冠病毒,1,谣言
RD-00967,train,补药不能替代疫苗或抗病毒药物,0,非谣言
RD-00968,train,呼吸平稳才是深度睡眠的表现,0,非谣言
RD-00969,train,月经越多身体越排毒,1,谣言
RD-00970,train,躺着看书不会近视,1,谣言
RD-00971,train,热水泡脚可以通经络,1,谣言
RD-00972,train,人体并无“湿气”指标中医描述非现代概念,0,非谣言
RD-00973,train,喝纯净水不会变酸性体质。,0,非谣言
RD-00974,train,女性有分泌物就是生病,1,谣言
RD-00975,train,节食过度会降低代谢，反而难以减肥,0,非谣言
RD-00976,train,每天刷牙多次可以减少食欲,1,谣言
RD-00977,train,不吃晚饭减重不靠谱,0,非谣言
RD-00978,train,苹果可以晚上吃。,0,非谣言
RD-00979,train,安全套不影响性功能不会导致早泄,0,非谣言
RD-00980,train,常揉肚子治便秘,1,谣言
RD-00981,train,脱脂奶比全脂奶更健康,1,谣言
RD-00982,train,只有老人才需要打流感疫苗,1,谣言
RD-00983,train,看心理医生是在浪费钱,1,谣言
RD-00984,train,艾滋病只能通过体液传播途径如血液性行为等,0,非谣言
RD-00985,train,每日膳食建议控制在合理比例范围内,0,非谣言
RD-00986,train,卧床9小时就是好睡眠,1,谣言
RD-00987,train,脸部按摩可瘦脸,1,谣言
RD-00988,train,增加蔬菜摄入可以增加饱腹感而不明显增加热量,0,非谣言
RD-00989,train,早期高血压和高血脂可能无症状更应重视,0,非谣言
RD-00990,train,颈动脉斑块需要吃阿司匹林,1,谣言
RD-00991,train,胸闷就是心脏病,1,谣言
RD-00992,train,心脏病人不能运动,1,谣言
RD-00993,train,吃粗粮就不会胖,1,谣言
RD-00994,train,睡前沐浴或泡脚可帮助身体降温促进入睡,0,非谣言
RD-00995,train,艾叶能治所有妇科病,1,谣言
RD-00996,train,脚底有五脏六腑的反射区,1,谣言
RD-00997,train,乳头颜色与性行为无直接关系,0,非谣言
RD-00998,train,红肉就是不健康,1,谣言
RD-00999,train,性冷淡说明不爱对方,1,谣言
RD-01000,train,跳操出汗越多脂肪减得越快,1,谣言
RD-01001,train,用醋洗头可以止痒,1,谣言
RD-01002,train,睡觉时绑腹带能减肚子,1,谣言
RD-01003,train,疫苗推广由公共数据和循证医学指导,0,非谣言
RD-01004,train,憋尿可以瘦腰,1,谣言
RD-01005,train,癌症不会通过接触传播,0,非谣言
RD-01006,train,自慰会导致早泄阳痿,1,谣言
RD-01007,train,心理健康教育是公共卫生的重要组成部分,0,非谣言
RD-01008,train,抖音推荐的偏方都有效,1,谣言
RD-01009,train,失眠的人都是有心理问题,1,谣言
RD-01010,train,女性乳头颜色影响生育力,1,谣言
RD-01011,train,美容,0,非谣言
RD-01012,train,喝咖啡会导致心脏病,1,谣言
RD-01013,train,发烧是疫苗激发免疫反应的常见表现之一,0,非谣言
RD-01014,train,洗冷水澡能增强免疫力,1,谣言
RD-01015,train,力量训练会让人身材变矮,1,谣言
RD-01016,train,发烧可能是多种疾病表现应综合判断,0,非谣言
RD-01017,train,感染风险与接触路径与防护相关,0,非谣言
RD-01018,train,维生素C有助免疫但不能防病毒,0,非谣言
RD-01019,train,敷中药面膜需测敏谨慎使用,0,非谣言
RD-01020,train,黑芝麻富含营养但不能改变发色,0,非谣言
RD-01021,train,绿色可放松视觉但不能逆转屈光异常,0,非谣言
RD-01022,train,按摩耳朵可以控制食欲,1,谣言
RD-01023,train,肾虚了就要壮阳,1,谣言
RD-01024,train,维生素C不能防治感冒但可缩短病程,0,非谣言
RD-01025,train,疫苗成分中常用辅料已被广泛验证安全性,0,非谣言
RD-01026,train,有减重需求的人群：建议饭前吃水果，其富含的膳食纤维能增加饱腹感，有助于控制正餐的进食量。,0,非谣言
RD-01027,train,抑郁症不只是情绪问题也伴随认知功能障碍,0,非谣言
RD-01028,train,微波炉加热食品安全无致癌风险,0,非谣言
RD-01029,train,每天站着能瘦腿,1,谣言
RD-01030,train,饮食中完全去糖不可取应学会读懂食品标签,0,非谣言
RD-01031,train,蛋黄富含胆固醇但适量食用不会升高血脂,0,非谣言
RD-01032,train,良性肿瘤和恶性肿瘤差异大需专业诊断,0,非谣言
RD-01033,train,青光眼是视神经病变需长期管理,0,非谣言
RD-01034,train,戴镜不会造成眼球结构变形,0,非谣言
RD-01035,train,多运动就能解决所有心理问题,1,谣言
RD-01036,train,深蹲会让腿变粗,1,谣言
RD-01037,train,癌症的治疗是复杂的，不能依赖单一饮食方式,0,非谣言
RD-01038,train,心理问题并不意味着无理性,0,非谣言
RD-01039,train,心理问题如不干预可能影响人际与职业表现,0,非谣言
RD-01040,train,流汗越多减脂越快,1,谣言
RD-01041,train,不玩手机视力自然变好,1,谣言
RD-01042,train,出入疫区的人都带病,1,谣言
RD-01043,train,HPV感染也可能通过非性接触传播,0,非谣言
RD-01044,train,电动牙刷正常使用不会伤牙，更不会导致牙齿变薄或牙龈出血。事实上，电动牙刷的振动频率稳定，能够更有效地去除牙菌斑，相比手动牙刷，反而能减少刷牙时的摩擦损伤。,0,非谣言
RD-01045,train,喝牛奶会导致发胖,1,谣言
RD-01046,train,高血压是因为气血不通,1,谣言
RD-01047,train,绝经后女性仍可享受性快感,0,非谣言
RD-01048,train,饮食控制配合家庭支持能提高减肥成功率,0,非谣言
RD-01049,train,胰岛素本身并没有成瘾性，是否长期使用胰岛素，取决于糖尿病的病情,0,非谣言
RD-01050,train,疫苗可提高机体对特定病毒的识别能力,0,非谣言
RD-01051,train,减肥茶可以长期使用,1,谣言
RD-01052,train,运动后应进行冷却和拉伸,0,非谣言
RD-01053,train,癌症发病受遗传环境生活方式多重因素影响,0,非谣言
RD-01054,train,雾化是滥用抗生素，比输液更伤身,1,谣言
RD-01055,train,早睡早起的人一定更健康,1,谣言
RD-01056,train,脂肪肝通过早期干预，是可以治愈的,0,非谣言
RD-01057,train,豆腐吃多了会结石,1,谣言
RD-01058,train,转基因食物有毒,1,谣言
RD-01059,train,处女膜无法准确反映性生活历史,0,非谣言
RD-01060,train,仰卧起坐主要锻炼腹直肌并不减脂,0,非谣言
RD-01061,train,白发是精亏需要大补,1,谣言
RD-01062,train,吃枸杞对视力调节有辅助但作用有限,0,非谣言
RD-01063,train,清淡饮食=要吃素、少吃肉,1,谣言
RD-01064,train,绿豆汤能清肝明目治近视,1,谣言
RD-01065,train,感冒传染性最强的时间是出现症状后的前2~3天,0,非谣言
RD-01066,train,跑步前喝咖啡燃脂更高效,1,谣言
RD-01067,train,真性近视是不可逆的,0,非谣言
RD-01068,train,运动后立刻坐下最舒服,1,谣言
RD-01069,train,血压控制目标因人而异需医生指导,0,非谣言
RD-01070,train,疫苗接种在全球减少数十种传染病流行,0,非谣言
RD-01071,train,做平板支撑能瘦肚子,1,谣言
RD-01072,train,喝苏打水降尿酸效果因人而异，长期引用会增加高血压风险,0,非谣言
RD-01073,train,高血脂患者应关注总胆固醇和甘油三酯,0,非谣言
RD-01074,train,孕妇可以适量喝咖啡。,0,非谣言
RD-01075,train,运动后半小时内吃东西不会变胖,0,非谣言
RD-01076,train,科学周期训练应包括休息日,0,非谣言
RD-01077,train,打嗝是因为胃出血,1,谣言
RD-01078,train,性病可发生于任何有性行为的人群,0,非谣言
RD-01079,train,只要体质好就不需要疫苗,1,谣言
RD-01080,train,艾滋病不会通过蚊子叮咬传播,0,非谣言
RD-01081,train,并非所有刚宰杀的畜肉都是最新鲜的,0,非谣言
RD-01082,train,卧室温度保持18-22℃较适宜睡眠,0,非谣言
RD-01083,train,性病治好后还会遗传,1,谣言
RD-01084,train,力量训练不会让人变矮,0,非谣言
RD-01085,train,胸部体积受脂肪与荷尔蒙共同影响,0,非谣言
RD-01086,train,艾灸能替代疫苗增强免疫,1,谣言
RD-01087,train,情绪和压力可能影响免疫但非癌症直接成因,0,非谣言
RD-01088,train,让孩子多吃胡萝卜能够很好的预防近视,1,谣言
RD-01089,train,脚底按摩能治疗感冒,1,谣言
RD-01090,train,小孩配镜越晚越好,1,谣言
RD-01091,train,高血压患者只能静养,1,谣言
RD-01092,train,早泄常可通过行为治疗和心理干预改善,0,非谣言
RD-01093,train,吃水果不刷牙会得口腔癌,1,谣言
RD-01094,train,吃菠菜不能和豆腐一起,1,谣言
RD-01095,train,凌晨三点醒来一定是肺不好,1,谣言
RD-01096,train,食盐洗脸能除痘印,1,谣言
RD-01097,train,控制热量应先从减少高热量低营养密度食品开始,0,非谣言
RD-01098,train,熏醋无科学依据不能防病毒,0,非谣言
RD-01099,train,传染病人不能进学校工作单位,1,谣言
RD-01100,train,搓手心能激活全身经络,1,谣言
RD-01101,train,针灸和艾灸具有缓解部分症状的辅助作用,0,非谣言
RD-01102,train,戒烟限酒是预防癌症和慢病的重要措施,0,非谣言
RD-01103,train,大规模疫苗接种已根除天花等致命疾病,0,非谣言
RD-01104,train,冷水澡比热水澡更健康,1,谣言
RD-01105,train,正确使用加湿器并不会导致肺炎,0,非谣言
RD-01106,train,屋里放洋葱也不能预防感冒。食物相克不科学。,0,非谣言
RD-01107,train,老年人经常撞树锻炼缺乏科学依据，更暗藏多重健康风险。老年人血管弹性下降，脆性增加，撞击可能导致血管内斑块脱落，引发脑梗、心梗等致命疾病。而且撞击力度过大，还易造成肌肉拉伤、颈椎损伤甚至骨折，尤其是骨质疏松、腰肌劳损的老人，风险更高。此外，树木表面粗糙易致皮肤破损，增加感染风险,0,非谣言
RD-01108,train,多洗头可以防传染病,1,谣言
RD-01109,train,近视不能靠闭眼或休息自行恢复,0,非谣言
RD-01110,train,嘴唇暗就是血瘀,1,谣言
RD-01111,train,得病的人不能运动,1,谣言
RD-01112,train,心理治疗在国外和国内都广泛应用,0,非谣言
RD-01113,train,只要月经来了就不会怀孕,1,谣言
RD-01114,train,无症状感染者也可能传播病毒,0,非谣言
RD-01115,train,食物发霉了不要吃。,0,非谣言
RD-01116,train,自慰不等于心理疾病,0,非谣言
RD-01117,train,长高靠喝骨头汤,1,谣言
RD-01118,train,避孕药吃一次就会不孕,1,谣言
RD-01119,train,心理咨询就是讲大道理,1,谣言
RD-01120,train,疫苗副作用极少见且多为短暂轻微,0,非谣言
RD-01121,train,酒后洗澡会中风,1,谣言
RD-01122,train,眼霜只能25岁之后用,1,谣言
RD-01123,train,老年人锻炼可改善骨密度和平衡力,0,非谣言
RD-01124,train,疫苗等于化学毒药,1,谣言
RD-01125,train,凌晨两点是最佳创作时间,1,谣言
RD-01126,train,跑步后拉伸可缓解紧张与疲劳,0,非谣言
RD-01127,train,避孕药不会导致永久性不孕,0,非谣言
RD-01128,train,肿瘤一动就“散”，不能切,1,谣言
RD-01129,train,不穿专业服装就别运动,1,谣言
RD-01130,train,疫苗只能短期保护没必要接种,1,谣言
RD-01131,train,女人手脚冰凉就是宫寒,1,谣言
RD-01132,train,别为了保健喝药酒,0,非谣言
RD-01133,train,只要转移注意力就不会焦虑,1,谣言
RD-01134,train,水果含天然糖分摄入仍需适量,0,非谣言
RD-01135,train,喝豆浆会导致乳腺癌,1,谣言
RD-01136,train,饭后适当散步有助于消化但不能作为减肥主法,0,非谣言
RD-01137,train,社会对心理问题包容度的提高利于康复,0,非谣言
RD-01138,train,健康饮食建议每天摄入多种蔬菜水果,0,非谣言
RD-01139,train,黄芪当归搭配适用于气血双虚者需医生指导,0,非谣言
RD-01140,train,白天久坐少动可能影响夜间睡眠质量,0,非谣言
RD-01141,train,性病是一种医学疾病不应污名化,0,非谣言
RD-01142,train,疫苗里有芯片,1,谣言
RD-01143,train,动感单车适合多数人但应注意关节负荷,0,非谣言
RD-01144,train,晨练应视天气和个体情况合理安排,0,非谣言
RD-01145,train,散瞳检查会让视力变差,1,谣言
RD-01146,train,高热量食物吃得快不会发胖,1,谣言
RD-01147,train,运动时，裹上保鲜膜会瘦得更快,1,谣言
RD-01148,train,补充水分不宜过多、过快，建议遵循少量多次的原则，出汗较多时可适当补充一些盐水。,0,非谣言
RD-01149,train,蛋白质越多越好,1,谣言
RD-01150,train,蛋白质摄入不当可能影响肾脏代谢,0,非谣言
RD-01151,train,HPV感染只能通过性传播,1,谣言
RD-01152,train,儿童需定期眼科检查早发现问题,0,非谣言
RD-01153,train,体重波动可能由饮水盐分摄入等短期因素引起,0,非谣言
RD-01154,train,晚起不代表懒惰需结合整体生活节奏评估,0,非谣言
RD-01155,train,年龄大了睡硬板床身体好,1,谣言
RD-01156,train,头发剃光能治疗脱发,1,谣言
RD-01157,train,长寿的人都不吃油,1,谣言
RD-01158,train,体温检测是筛查非确诊手段,0,非谣言
RD-01159,train,糖尿病人不能吃南瓜,1,谣言
RD-01160,train,禽流感病毒被高温彻底加热可灭活,0,非谣言
RD-01161,train,减肥周期应包含过渡维稳阶段防止反弹,0,非谣言
RD-01162,train,心理问题不能跟别人说越说越严重,1,谣言
RD-01163,train,早晚作息的调整应渐进,0,非谣言
RD-01164,train,瘦人基础代谢一定比胖人高,1,谣言
RD-01165,train,避孕责任应由伴侣双方共同承担,0,非谣言
RD-01166,train,得过某些疾病后仍需接种疫苗以增强免疫,0,非谣言
RD-01167,train,中药应由专业医生开具不可自行泡服,0,非谣言
RD-01168,train,食物多样有助预防营养缺乏与偏食,0,非谣言
RD-01169,train,干眼症需综合干预而非仅靠眼药水,0,非谣言
RD-01170,train,一周减重超过1.5公斤可能主要是水分流失,0,非谣言
RD-01171,train,饮食控制需关注总热量而非只限某类营养,0,非谣言
RD-01172,train,运动后不能吃蛋白质以免长胖,1,谣言
RD-01173,train,早上起不来是因为懒,1,谣言
RD-01174,train,香蕉、柿子、橘子、番茄、牛奶、豆浆……不可以空腹吃。,1,谣言
RD-01175,train,喝酒脸红是酒量好,1,谣言
RD-01176,train,接种疫苗导致胎儿畸形,1,谣言
RD-01177,train,新冠病毒可以通过WiFi传播,1,谣言
RD-01178,train,喝柠檬水可以快速燃烧脂肪,1,谣言
RD-01179,train,吃鸡屁股会得痔疮,1,谣言
RD-01180,train,病毒可能变弱但不可掉以轻心,0,非谣言
